Date,Long,Short,Cash,Total,NVDA_Position,NVDA_Equity,NVDA_Benchmark_Equity,SOFI_Position,SOFI_Equity,SOFI_Benchmark_Equity,AMZN_Position,AMZN_Equity,AMZN_Benchmark_Equity,XOM_Position,XOM_Equity,XOM_Benchmark_Equity,TSLA_Position,TSLA_Equity,TSLA_Benchmark_Equity,BA_Position,BA_Equity,BA_Benchmark_Equity,CAT_Position,CAT_Equity,CAT_Benchmark_Equity,WMT_Position,WMT_Equity,WMT_Benchmark_Equity,CVX_Position,CVX_Equity,CVX_Benchmark_Equity,UNH_Position,UNH_Equity,UNH_Benchmark_Equity,Benchmark_Equity
2024-03-20,43923.56333035806,1666.6666666666665,4409.770002975267,53154.26082716242,0.9742062155341646,5748.441642335675,5492.315745641453,1.0,5627.013893268502,4093.4373311898953,1.0,5165.052800720591,4998.035930324075,1.0,5349.992707319177,5337.774140610524,1.0,5546.345443245309,4334.287510366033,-0.3333333333333333,5065.0059142783375,4694.499970000001,1.0,5218.067840641427,5293.287459440729,0.8105064505374487,5284.137904878961,5247.608449032823,1.0,5068.8347604063065,5056.933553429281,1.0,5081.367920068131,5088.130294451195,49636.310384486016
2024-03-21,38923.56333035806,3333.333333333333,7743.103336308601,53332.74737503311,0.9742062155341646,5814.2929713044405,5556.918801658698,1.0,5688.1770277774085,4137.931171589126,1.0,5165.052800720591,4998.035930324075,1.0,5373.667262633918,5361.394626854663,1.0,5456.674483663215,4264.212589116304,-0.3333333333333333,5065.724805014081,4692.499922500001,1.0,5336.789841996273,5413.720865085003,0.8105064505374487,5298.112902692339,5264.74340746597,1.0,5079.002157992092,5067.077078802062,-0.3333333333333333,5055.253121238758,5061.980741585232,49818.51513498113
2024-03-22,36940.44567598647,3333.333333333333,9726.220990680204,53332.74737503311,0.9568394483032996,5814.2929713044405,5730.3697681771755,1.0,5688.1770277774085,4060.0669504733414,1.0,5165.052800720591,5018.235716968448,1.0,5373.667262633918,5361.394626854663,0.9157532389570393,5456.674483663215,4215.110597754968,-0.3333333333333333,5065.724805014081,4721.250152500001,1.0,5336.789841996273,5317.93857529609,0.5154964479369538,5298.112902692339,5215.051565554934,1.0,5079.002157992092,5060.532986069577,-0.3333333333333333,5055.253121238758,5045.30269864582,49745.25363829502
2024-03-25,37361.67948120127,3333.333333333333,9304.987185465401,53628.149327028,0.9568394483032996,5856.347564729971,5773.70143710072,1.0,5805.057076949862,4143.492769061164,1.0,5189.308988935905,5041.802420883385,1.0,5428.592548824847,5416.194472075851,1.0,5509.277526256569,4259.524413026624,-0.3333333333333333,5042.42184353689,4785.250092500001,1.0,5304.60043149866,5285.862868200742,0.5154964479369538,5284.605151944247,5189.349127905213,1.0,5138.442265596262,5119.756946971642,-0.3333333333333333,5069.495928754778,5002.16615585875,50017.10070358409
2024-03-26,37361.67948120127,3333.333333333333,9304.987185465401,53343.705480645396,0.9568394483032996,5712.206026284171,5625.350845805626,1.0,5610.256498903636,4004.4493839843076,1.0,5148.59370273525,5002.244470302471,1.0,5387.872071503888,5375.566994109429,1.0,5670.122808258724,4383.882716296536,-0.3333333333333333,5075.8189470266425,4687.500000000001,1.0,5311.157140920677,5292.396417205794,0.5154964479369538,5281.904738428533,5184.208706563696,1.0,5099.034407330876,5080.492390576735,-0.3333333333333333,5046.739139252993,5068.363418063282,49704.45534290787
2024-03-27,37361.67948120127,3333.333333333333,9304.987185465401,53624.6136149408,0.9568394483032996,5575.593722457084,5484.900790061415,1.0,5734.929122093971,4093.4373311898953,1.0,5192.7739693367885,5045.168908909197,1.0,5443.744521542109,5431.3118400002595,1.0,5739.056707073165,4437.179291661607,-0.3333333333333333,5034.396081092408,4798.749922500001,1.0,5434.252737219783,5415.057200071328,0.5154964479369538,5291.330947464013,5202.20067637609,1.0,5134.501894519944,5115.8309045741835,-0.3333333333333333,5044.033912141541,5076.496475399285,50100.33334074326
2024-03-28,37361.67948120127,3333.333333333333,9304.987185465401,53563.88148892969,0.9568394483032996,5581.859670950149,5491.343193633773,1.0,5688.177027777408,4060.0669504733414,1.0,5208.655867530344,5060.599362738641,1.0,5503.877891750471,5491.307874769957,1.0,5610.124728835496,4337.494912665305,-0.3333333333333333,5025.238110776415,4824.7501375,1.0,5460.780100513339,5441.490860143452,0.5154964479369538,5266.464676656738,5155.07921103892,1.0,5180.148890519025,5161.311910839331,-0.3333333333333333,5038.5545236203,5092.969190052672,50116.4136038554
2024-04-01,31919.20367686386,5000.0,13080.796323136137,53563.88148892969,0.9064422967209432,5581.859670950149,5491.768482558097,1.0,5688.177027777408,4015.5728442231584,1.0,5208.655867530344,5077.151834291424,1.0,5503.877891750471,5526.738790486734,-0.3333333333333334,5610.124728835496,4323.430756978183,-0.3333333333333333,5025.238110776415,4737.5,1.0,5460.780100513339,5401.5438913234175,0.4773984386518292,5266.464676656738,5140.514298237505,1.0,5180.148890519025,5205.156762251102,-0.3333333333333333,5038.5545236203,5041.493625275137,49960.87128562475
2024-04-02,36141.72358562164,3333.333333333334,10524.943081045021,53797.587911815324,0.9064422967209432,5530.800374548618,5436.40304815785,1.0,5672.420319219362,4004.449383984307,1.0,5200.5969772012795,5069.296408466188,1.0,5611.612418553724,5634.920803254626,-0.3333333333333334,5695.772832388806,4111.478617088866,-0.3333333333333333,5038.011103015793,4700.9998325,1.0,5477.144046568063,5417.730328283502,0.4773984386518292,5230.868382734958,5068.547405765781,1.0,5202.943942018975,5228.06185995553,0.8445039817515565,5137.417515565745,4716.581358287733,49388.46904574438
2024-04-03,36141.72358562164,3333.333333333334,10524.943081045021,54308.092036806556,0.9064422967209432,5503.43568438149,5406.745081115165,1.0,5940.284739716167,4193.548472783383,1.0,5250.101838802643,5117.551410385692,1.0,5612.553505485859,5635.865799083994,-0.3333333333333334,5675.554343516278,4154.658640904045,-0.3333333333333333,5065.257369503881,4622.999955,1.0,5641.685719932147,5580.487123882055,0.4773984386518292,5242.223162200352,5091.679467705715,1.0,5224.435232704743,5249.656902763522,0.8445039817515565,5152.560440562989,4733.053437614202,49786.246291237774
2024-04-04,36141.72358562164,3333.333333333334,10524.943081045021,53768.22737822365,0.9064422967209432,5331.331297802505,5220.835522799248,1.0,5759.082404187543,4065.6285479453786,1.0,5180.737414701757,5049.938244529648,1.0,5632.312672488611,5655.7070377323835,-0.3333333333333334,5644.2192519072705,4222.0193719562385,-0.3333333333333333,5079.965100996143,4582.2498325,1.0,5551.607978720197,5491.386507517394,0.4773984386518292,5245.168173417133,5097.676901290557,1.0,5232.575664697933,5257.836633796842,0.8445039817515565,5111.227419304555,4688.166831632638,49331.445431700326
2024-04-05,33473.20124386165,3333.333333333334,13193.465422805017,54437.52183401157,0.9064422967209432,5449.347787583935,5348.644720932578,1.0,5829.987779809843,4115.684251111425,0.30228391442422126,5326.661728656874,5192.178376553617,1.0,5709.938269250777,5733.655060053732,-0.3333333333333334,5709.181587103476,4068.791807842852,-0.3333333333333333,5081.349305141656,4578.4999849999995,1.0,5694.379887082611,5632.609687222998,0.6414100558756092,5259.8275841904215,5127.663078980604,1.0,5262.208408798601,5287.6124339909165,0.8445039817515565,5114.63949639337,4691.873240339549,49777.212642028266
2024-04-08,40012.585241864705,1666.6666666666665,8320.748091468633,54437.52183401157,0.914797283285683,5449.347787583935,5295.466948623428,1.0,5829.987779809843,4315.9068001493515,1.0,5326.661728656874,5195.5448645794295,1.0,5709.938269250777,5694.917205885185,1.0,5709.181587103476,4268.160190786106,-0.3333333333333333,5081.349305141656,4538.99994,1.0,5694.379887082611,5546.034535905569,0.4845017351488785,5259.8275841904215,5121.665975473817,1.0,5262.208408798601,5276.81465599873,0.6032180299383787,5114.63949639337,4694.549825774147,49948.06094317576
2024-04-09,40012.585241864705,1666.6666666666665,8320.748091468633,54662.23762458847,0.914797283285683,5347.38309394044,5187.34856701899,1.0,5927.654825263961,4388.209158498321,1.0,5340.467955908028,5209.01124873295,1.0,5739.778445893466,5724.678882347476,1.0,5837.900868336376,4364.390185149203,-0.3333333333333333,5112.628767905208,4452.9998775,1.0,5670.441482373291,5522.719755036534,0.4845017351488785,5260.253788606589,5122.522657639087,1.0,5286.028255799217,5300.700619455884,0.6032180299383787,5139.700140561894,4732.847472959741,50005.428424338184
2024-04-10,39454.57324376145,1666.6666666666665,8878.760089571884,54424.12048811247,0.8537133630220379,5443.782455771645,5289.7540751636425,1.0,5679.730152370477,4204.671933022234,1.0,5348.521621548909,5216.866671752664,1.0,5788.091520494241,5772.864860345672,1.0,5668.915610918785,4238.057516002936,-0.3333333333333333,5145.145836544422,4365.7501225,0.7800600634899006,5673.03402652424,5525.244760336872,0.6539231923019724,5295.244404811861,5193.63286794554,1.0,5307.889744252122,5322.622788573579,0.6032180299383787,5073.765114875765,4633.294122793344,49762.759718436486
2024-04-11,39454.57324376145,1666.6666666666665,8878.760089571884,54735.67610765444,0.8537133630220379,5633.513543335844,5507.144265951318,1.0,5739.833059549881,4249.165773421466,1.0,5437.687797747087,5303.8380043507705,1.0,5768.671876676261,5753.496303542397,1.0,5762.64981335223,4308.132812302014,-0.3333333333333333,5157.497557746933,4334.0000150000005,0.7800600634899006,5671.964025585322,5523.908885097439,0.6539231923019724,5264.854649983161,5148.225095288808,1.0,5282.438274649091,5297.100673639206,0.6032180299383787,5016.565509028637,4547.535948855361,49972.54777744878
2024-04-12,37605.288197381946,1666.6666666666665,10728.045135951386,53955.61077671191,0.8537133630220379,5503.997350019387,5359.462448687132,1.0,5506.934113639068,4076.7520081842295,1.0,5353.699232175973,5221.916834438894,0.8291196308874815,5701.412718029542,5686.4140827251795,1.0,5645.482439866382,4220.538975682608,-0.3333333333333333,5194.170310813422,4238.7500775,0.581083423326519,5596.111987228543,5429.610594967158,0.6539231923019724,5267.718303664371,5152.508835329133,1.0,5186.834204458585,5201.2312364061845,0.6032180299383787,4999.2501168166345,4521.592678307319,49108.77777222784
2024-04-15,27251.93888185039,3333.333333333333,19414.727784816274,53955.61077671191,0.24636596309575237,5503.997350019387,5226.669907814476,1.0,5506.934113639068,3959.9555435850757,1.0,5353.699232175973,5151.4979761990935,0.6495715075144735,5701.412718029542,5653.81741393451,-0.33333333333333337,5645.482439866382,3984.405748572067,-0.3333333333333333,5194.170310813422,4195.5001825,0.4894603743752105,5596.111987228543,5404.068896623755,0.412064157306748,5267.718303664371,5134.517194730716,0.9110550507640579,5186.834204458585,5156.402939855139,0.7418707233138361,4999.2501168166345,4587.790259216829,48454.62606303166
2024-04-16,28542.58526528121,3333.333333333333,18124.081401385454,54137.20492550392,0.24636596309575237,5525.592550900976,5312.605569610676,1.0,5568.809719272638,4004.449383984307,1.0,5344.952665912056,5143.081754731802,0.6495715075144735,5670.665067557549,5607.049118451071,-0.33333333333333337,5694.565285652787,3876.5791814347995,-0.3333333333333333,5165.395251514408,4263.750077500001,0.4894603743752105,5565.518464256321,5344.223192962593,0.412064157306748,5264.4536022147095,5126.806396815335,0.9110550507640579,5147.5228422693335,5113.539980548859,1.0,5189.729475953143,4827.253298206425,48619.337954245864
2024-04-17,28542.58526528121,3333.333333333333,18124.081401385454,54108.2456101267,0.24636596309575237,5469.086579772283,5107.187461795084,1.0,5537.87191606913,3982.2024635066045,1.0,5285.473348672478,5085.848882824494,0.6495715075144735,5668.802228081611,5604.214130962968,-0.33333333333333337,5714.338410630331,3835.6197532637784,-0.3333333333333333,5168.818581192224,4255.250167500001,0.4894603743752105,5553.67026811256,5321.056996259651,0.412064157306748,5257.5437950353835,5110.528120547458,0.9110550507640579,5151.123198650807,5117.466026322477,1.0,5301.5172839099,4931.233297001912,48350.60729998443
2024-04-18,23542.58526528121,3709.35361656918,22748.061118149606,54270.75425408034,0.24636596309575237,5479.136703870858,5145.839564132408,1.0,5514.668748133326,3965.5174057957174,1.0,5225.411221106262,5028.05521246961,0.6495715075144735,5665.386136131164,5599.017200852462,-0.33333333333333337,5778.760690507073,3699.4175173689837,-0.3333333333333333,5168.616212180564,4255.749892500001,0.4894603743752105,5550.708875827584,5315.264987337024,0.412064157306748,5243.285969497372,5077.114555768378,0.9110550507640579,5186.206111697983,5155.749200412115,-0.07520405664716934,5458.573585128159,5077.320015312158,48319.04555194885
2024-04-19,24444.122641814647,3709.35361656918,21846.523741616176,54113.23746844338,0.24636596309575237,5318.477566601297,4631.019125069227,1.0,5499.199847305018,3954.3939461130394,1.0,5091.583422812193,4899.281891038389,0.8298789828211603,5707.398570674821,5663.2655377641595,-0.33333333333333337,5814.812110990993,3628.355791931572,-0.3333333333333333,5172.752314394035,4245.500182500001,0.4894603743752105,5545.710485275383,5305.500038714909,0.412064157306748,5253.084767186087,5100.246947786367,0.9110550507640579,5258.967139783324,5235.259692131038,-0.07520405664716934,5451.251243420232,5159.166453298724,47821.98960634743
2024-04-22,29568.624717737453,2300.0152096078027,18131.360072654745,54113.23746844338,0.8259726491768036,5318.477566601297,4832.668999013134,1.0,5499.199847305018,4032.2581672288243,1.0,5091.583422812193,4972.225185351418,0.7931716407226626,5707.398570674821,5695.389519869441,0.10534953937823172,5814.812110990993,3504.984295316773,-0.3333333333333333,5172.752314394035,4261.999892500001,0.6013320144897886,5545.710485275383,5349.63004583811,0.6290511674491046,5253.084767186087,5152.508835329133,0.9588479323308992,5258.967139783324,5298.082569120856,-0.1266697085882273,5451.251243420232,5057.245145974445,48156.99265554214
2024-04-23,29401.099317792374,2300.0152096078027,18298.88547259982,54660.00451391601,0.8259726491768036,5477.822635471161,5009.218961553023,1.0,5749.508196501082,4215.795393261085,1.0,5157.946599318753,5037.032658823706,0.7931716407226626,5725.030828149453,5717.593069001094,0.10534953937823172,5825.167599732004,3569.8774459234446,-0.3333333333333333,5185.766867691313,4229.499817500002,0.6335841969781075,5597.863593371813,5434.001476935963,0.5632939049717709,5194.909348823349,5062.549972180938,0.9588479323308992,5287.922512914198,5328.512625310495,-0.1266697085882273,5458.066331942878,5005.254988265731,48609.33640875549
2024-04-24,33762.91408349799,2300.0152096078027,13937.070706894203,54580.67622617932,0.8259726491768036,5326.126338362611,4842.332372765933,1.0,5764.678388564711,4226.918853499937,1.0,5073.1970863301585,4954.269866203996,0.7931716407226626,5725.781318087505,5718.538064830462,1.0,5856.951875343136,4000.444270135545,-0.3333333333333333,5233.42084158294,4108.250045000002,0.5043873593510283,5600.498648047158,5438.040117980538,0.6290511674491046,5233.226695103223,5129.376443311144,1.0,5310.335608032962,5352.071462457949,-0.1266697085882273,5456.459426724919,5016.785188621974,48787.02668480747
2024-04-25,34070.017109684166,2300.0152096078027,13629.967680708032,54781.50982628428,0.9196454369023566,5488.105383862568,5021.921038457044,1.0,5757.093473437608,4221.357256027901,1.0,4989.3094020706085,4872.348699097642,0.7931716407226626,5736.28049855479,5731.765436255859,1.0,6147.757955135585,4199.072078658921,-0.3333333333333333,5206.565123076071,4170.2499400000015,0.47213517686270934,5392.007745287614,5056.2766358261715,0.6290511674491046,5251.870572132348,5158.505938835921,1.0,5365.8509507581,5408.023120405579,-0.1266697085882273,5446.668721968974,5084.320903417054,48923.841046982096
2024-04-26,33249.04187872214,2300.0152096078027,14450.942911670052,55330.06561484576,0.9196454369023566,5798.145991765941,5332.052899817206,1.0,5969.476161569891,4377.085698815644,1.0,5160.244945245278,5039.277126320658,0.6289765945302584,5609.091228200193,5572.562830702802,1.0,6079.481663297716,4152.4376677431055,-0.3333333333333333,5202.285394701188,4180.500030000001,0.47213517686270934,5431.996754815815,5136.758099421711,0.6290511674491046,5249.126014702196,5154.222198795595,1.0,5385.654710332868,5427.982524912736,-0.1266697085882273,5444.562750214667,5099.660813512416,49472.53989004188
2024-04-29,33581.23525603284,3284.970603185193,13133.794140781964,55330.06561484576,0.8671075002893498,5798.145991765941,5333.390448486909,1.0,5969.476161569891,3918.242633734992,1.0,5160.244945245278,5076.871436470398,0.5646351207733004,5609.091228200193,5651.927790136636,1.0,6079.481663297716,4788.047860110684,-0.3333333333333333,5202.285394701188,4337.250137500001,0.37136591104373323,5431.996754815815,5232.797124257277,0.9131385191001857,5249.126014702196,5161.076643759684,1.0,5385.654710332868,5442.379735545219,-0.32366078730370523,5444.562750214667,5034.596037160931,49976.57984716273
2024-04-30,32938.13751168673,3333.333333333333,13728.52915497994,54229.76477248592,1.0,5720.346839005171,5251.040753533174,1.0,5744.932461663448,3770.8567200807793,1.0,4990.289743495703,4909.662182181603,0.5646351207733004,5572.574666040325,5587.207139240686,1.0,5742.063252529922,4522.30555030292,-0.3333333333333333,5256.297490481082,4195.9999075000005,0.37136591104373323,5339.750414280072,5004.966002379931,0.6516264705203116,5178.215371251868,5084.825352819682,1.0,5221.815288268565,5276.814655998727,-0.3333333333333333,5463.479245469758,4979.723329363156,48583.40159340067
2024-05-01,32159.436391006973,3333.333333333333,14507.230275659691,53933.54144880563,1.0,5497.827739814443,5046.777464754479,1.0,5863.559268433404,3848.7209411965646,1.0,5104.3535090613195,5021.88303206004,0.40889489663735024,5512.303159365602,5481.387436956057,1.0,5638.989541526605,4441.127270848187,-0.3333333333333333,5217.423558436393,4286.500167500001,0.37136591104373323,5318.754331760145,4952.608195333258,0.6516264705203116,5149.682950210892,5041.987626658759,1.0,5168.713340145634,5223.153405523879,-0.3333333333333333,5461.93405005119,4983.9436956743275,48328.08923650556
2024-05-02,32164.578403313368,3284.970603185193,14550.450993501436,54341.082673768295,1.0,5681.616210957983,5215.487646001483,1.0,5922.872470152617,3887.6529193851543,1.0,5267.46472803928,5182.35888105246,0.40889489663735024,5516.374934174812,5491.307874769959,1.0,5639.615786087421,4441.620485417355,-0.3333333333333333,5138.176792048894,4471.250152500002,0.37136591104373323,5344.426039227882,5017.980425571827,0.6526548729815906,5198.4035087082875,5115.668541888976,1.0,5204.330448931398,5259.145655588193,-0.32366078730370523,5427.801755439725,5075.158023850257,49157.63060602567
2024-05-03,32164.578403313368,3284.970603185193,14550.450993501436,54578.423190476824,1.0,5878.381077541309,5396.10961917405,1.0,5897.452642038345,3870.967861674267,1.0,5309.95363755015,5224.1613019358465,0.40889489663735024,5511.708035371539,5479.9701271424365,1.0,5676.584795497327,4470.7363535454115,-0.3333333333333333,5129.112126379646,4494.749832500001,0.37136591104373323,5352.141862097124,5037.5770893076815,0.6526548729815906,5204.648642652479,5125.092703270819,1.0,5188.788427801968,5243.439936340738,-0.32366078730370523,5429.651943546935,5069.805169603001,49412.609994494254
2024-05-06,30955.194785368345,1928.1882603544968,17116.61695427716,54578.423190476824,1.0,5878.381077541309,5599.764889395615,1.0,5897.452642038345,3982.202463506606,1.0,5309.95363755015,5294.018506044091,0.5009843695378203,5511.708035371539,5515.401047699488,0.2172418736463349,5676.584795497327,4558.823407201414,-0.3333333333333333,5129.112126379646,4458.750152500001,0.6813151541446529,5352.141862097124,5117.610225020167,0.7914975597448608,5204.648642652479,5129.376443311145,1.0,5188.788427801968,5310.5170151428,-0.05230431873756608,5429.651943546935,5089.674392991227,50056.13854281255
2024-05-07,30911.497618412366,3594.8549270211633,15493.647454566471,54437.9441839392,1.0,5777.196881487272,5503.376495898997,1.0,5815.08606233856,3926.5851628685236,1.0,5311.641949577696,5295.701751459757,0.5009843695378203,5497.939296675466,5488.000936318189,-0.3333333333333333,5626.379054055873,4387.337103397171,-0.3333333333333333,5144.640582552157,4417.750167500001,0.6813151541446529,5382.95032402103,5160.992712883729,1.0,5256.100730395086,5193.63286794554,1.0,5200.616710605337,5322.622788573578,-0.05230431873756608,5425.392592230725,5157.4157537357905,49853.41574058128
2024-05-08,30911.497618412366,3594.8549270211633,15493.647454566471,54355.78159574044,1.0,5768.137913978997,5494.746894054907,1.0,5806.849600730696,3921.0235653964874,1.0,5290.255963217921,5274.379944286523,0.5009843695378203,5497.465137247253,5487.056313189956,-0.3333333333333333,5658.2142460497125,4311.093607316703,-0.3333333333333333,5108.348183993423,4508.750152500002,0.6813151541446529,5377.631686031835,5153.512432219897,1.0,5228.354843190449,5166.216735887225,1.0,5196.460529053124,5318.369103313876,-0.05230431873756608,5424.063492247026,5180.579774185462,49815.72852235104
